month,med_name,total_packs,total_value,stock_movement
2024-08-01,DiarStop,44.879999999999853,673.20000000000061,stock out
2024-08-01,Cystaid,69.0,3105.0,stock out
2024-08-01,FleaGuard,4.0499999999999892,60.750000000000142,stock out
2024-08-01,Vetmedin (Pimobendan),454.0,22700.0,stock out
2024-08-01,Metronidazole,149.0,1490.0,stock out
2024-08-01,Virbac C.E.T. Enzymatic Oral Gel,45.2000000000001,813.60000000000321,stock out
2024-08-01,Enzymatic Dental Gel,1.3400000000000007,16.080000000000013,stock out
2024-08-01,Adequan Canine Injection,84.0,6720.0,stock out
2024-08-01,Dasuquin Advanced,20.75000000000016,1141.25,stock out
2024-08-01,Nutra Thrive Canine,2.3200000000000016,116.0,stock out
2024-08-01,Frontline Plus,112.0,5600.0,stock out
2024-08-01,Adequan Canine,124.0,11160.0,stock out
2024-08-01,EyeClear,16.699999999999967,334.0,stock out
2024-08-01,OncoCare,4.4699999999999926,223.5,stock out
2024-08-01,Prednisolone,6.0599999999999863,111.71999999999996,stock out
2024-08-01,Cephalexin (500 mg),9.0,180.0,stock out
2024-08-01,ThyroVet,11.060000000000025,331.80000000000035,stock out
2024-08-01,Levothyroxine,4.2499999999999929,63.75,stock out
2024-08-01,WormGuard,2.0400000000000014,24.479999999999979,stock out
2024-08-01,Griseofulvin,115.5,4620.0,stock out
2024-08-01,FleaStop,3.1199999999999943,46.800000000000054,stock out
2024-08-01,WormAway,3.7199999999999904,44.639999999999951,stock out
2024-08-01,VetriScience Perio Support,0.66000000000000025,16.5,stock out
2024-08-01,OtitisClean,12.399999999999972,223.20000000000044,stock out
2024-08-01,FlexiJoint (Dog),4.0000000000000027,119.99999999999957,stock out
2024-08-01,Phenobarbital,40.5,2025.0,stock out
2024-08-01,RetinoGuard,14.399999999999965,576.0,stock out
2024-08-01,Canine Eye Health,2.5600000000000018,153.59999999999997,stock out
2024-08-01,CushiVet,8.4000000000000128,335.99999999999824,stock out
2024-08-01,Methimazole,33.75,1012.5,stock out
2024-08-01,Fenbendazole (Panacur),123.0,4920.0,stock out
2024-08-01,OraVet Dental Gel,28.75,575.0,stock out
2024-08-01,Petromalt,14.699999999999964,147.0,stock out
2024-08-01,UroVet,23.460000000000068,586.5,stock out
2024-08-01,BoneHeal,3.2400000000000024,129.59999999999968,stock out
2024-08-01,Rimadyl (Carprofen),89.0,1780.0,stock out
2024-08-01,Tresaderm (Antibiotic Drops),43.0,1075.0,stock out
2024-08-01,Torbutrol (Butorphanol Tartrate),20.0,200.0,stock out
2024-08-01,Enrofloxacin (Baytril),51.5,1545.0,stock out
2024-08-01,Clavamox (Amoxicillin/Clavulanic),116.5,4825.0,stock out
2024-08-01,Renal Support RX (Cat),14.619999999999996,365.5,stock out
2024-08-01,WetTailMed,7.9999999999999876,80.0,stock out
2024-08-01,Otomax (Mometasone Furoate),16.599999999999973,498.0,stock out
2024-08-01,Zyrtec (Cetirizine),23.400000000000034,585.0,stock out
2024-08-01,Hill's Prescription Diet w/d,3.649999999999995,182.5,stock out
2024-08-01,RespiraTonic,1.5600000000000009,23.399999999999991,stock out
2024-08-01,GingivaPlus,0.8100000000000005,16.199999999999996,stock out
2024-08-01,AllerEx,6.7500000000000115,148.4999999999994,stock out
2024-08-01,EarClear,8.1999999999999869,98.400000000000148,stock out
2024-08-01,Cerenia (Maropitant),45.0,1125.0,stock out
2024-08-01,Dermacure,1.0000000000000004,17.999999999999989,stock out
2024-09-01,Palladia (Toceranib Phosphate),61.5,30750.0,stock out
2024-09-01,CushiVet,11.669999999999943,466.799999999997,stock out
2024-09-01,EarClear,14.299999999999965,171.5999999999998,stock out
2024-09-01,Rimadyl (Carprofen),109.5,2190.0,stock out
2024-09-01,Tobrex (Tobramycin),103.0,3605.0,stock out
2024-09-01,SlimPaws,2.4899999999999984,49.800000000000075,stock out
2024-09-01,FungalGuard,3.0800000000000023,55.439999999999934,stock out
2024-09-01,FleaGuard,4.16999999999999,62.550000000000153,stock out
2024-09-01,Adequan Canine Injection,82.0,6560.0,stock out
2024-09-01,Frontline Plus,101.0,5050.0,stock out
2024-09-01,ArthriFlex,26.279999999999898,919.80000000000109,stock out
2024-09-01,Griseofulvin,92.0,3680.0,stock out
2024-09-01,Hill's Prescription Diet w/d,5.5999999999999881,280.0,stock out
2024-09-01,Beano,11.399999999999975,228.0,stock out
2024-09-01,Prednisolone,5.2599999999999927,87.819999999999951,stock out
2024-09-01,Nutra Thrive Canine,2.760000000000002,138.0,stock out
2024-09-01,Zyrtec (Cetirizine),22.800000000000033,570.0,stock out
2024-09-01,Vetmedin (Pimobendan),448.0,22400.0,stock out
2024-09-01,WormGuard,5.8500000000000041,70.199999999999918,stock out
2024-09-01,UroVet,29.750000000000131,743.75,stock out
2024-09-01,OncoCare,5.0399999999999974,252.0,stock out
2024-09-01,Cystaid,46.0,2070.0,stock out
2024-09-01,RetinoGuard,22.100000000000044,884.0,stock out
2024-09-01,Otomax (Mometasone Furoate),17.999999999999968,540.0,stock out
2024-09-01,Enzymatic Dental Gel,1.4000000000000008,16.800000000000008,stock out
2024-09-01,Petromalt,13.199999999999969,132.0,stock out
2024-09-01,Tresaderm (Antibiotic Drops),44.5,1112.5,stock out
2024-09-01,Gabapentin,43.0,1075.0,stock out
2024-09-01,Methimazole,39.75,1192.5,stock out
2024-09-01,WormAway,2.1900000000000004,26.279999999999976,stock out
2024-09-01,OtitisClean,12.599999999999971,226.80000000000047,stock out
2024-09-01,Cephalexin (500 mg),44.0,880.0,stock out
2024-09-01,BoneHeal,3.6400000000000028,145.59999999999991,stock out
2024-09-01,FlexiJoint (Dog),3.5800000000000027,107.39999999999969,stock out
2024-09-01,Metronidazole,237.0,2370.0,stock out
2024-09-01,Phenobarbital,42.5,2125.0,stock out
2024-09-01,Virbac C.E.T. Enzymatic Oral Gel,59.600000000000307,1072.8000000000034,stock out
2024-09-01,ThyroVet,13.790000000000036,413.70000000000124,stock out
2024-09-01,Torbutrol (Butorphanol Tartrate),20.5,205.0,stock out
2024-09-01,VetriScience Perio Support,0.84000000000000041,21.0,stock out
2024-09-01,Cerenia (Maropitant),134.0,3350.0,stock out
2024-09-01,FleaStop,5.0999999999999979,76.500000000000242,stock out
2024-09-01,Levothyroxine,4.6499999999999915,69.75,stock out
2024-09-01,DiarStop,67.649999999999736,1014.7500000000038,stock out
2024-09-01,Dermacure,0.92000000000000048,16.559999999999992,stock out
2024-09-01,EyeClear,19.70000000000001,394.0,stock out
2024-09-01,GingivaPlus,1.0500000000000007,21.000000000000007,stock out
2024-09-01,RespiraTonic,2.1000000000000014,31.499999999999979,stock out
2024-09-01,Dasuquin Advanced,17.650000000000116,970.75,stock out
2024-09-01,Clavamox (Amoxicillin/Clavulanic),227.0,9622.5,stock out
2024-09-01,OraVet Dental Gel,26.0,520.0,stock out
2024-09-01,WetTailMed,8.2999999999999865,83.0,stock out
2024-09-01,AllerEx,4.3199999999999914,95.039999999999679,stock out
2024-09-01,Canine Eye Health,2.1600000000000015,129.60000000000019,stock out
2024-09-01,Fenbendazole (Panacur),173.0,6920.0,stock out
2024-09-01,Adequan Canine,106.0,9540.0,stock out
2024-09-01,Renal Support RX (Cat),10.199999999999998,255.0,stock out
2024-09-01,Atopica (Cyclosporine),117.0,8775.0,stock out
2024-09-01,CardioVet,21.359999999999896,384.47999999999951,stock out
2024-09-01,Enrofloxacin (Baytril),57.5,1725.0,stock out
2024-10-01,Prednisolone,7.649999999999979,140.54999999999993,stock out
2024-10-01,BoneHeal,4.3999999999999941,176.00000000000034,stock out
2024-10-01,Adequan Canine,134.0,12060.0,stock out
2024-10-01,FlexiJoint (Dog),6.3799999999999519,191.3999999999989,stock out
2024-10-01,GingivaPlus,1.1700000000000008,23.400000000000013,stock out
2024-10-01,Cystaid,36.0,1620.0,stock out
2024-10-01,Clavamox (Amoxicillin/Clavulanic),238.0,10022.5,stock out
2024-10-01,Cerenia (Maropitant),109.0,2725.0,stock out
2024-10-01,FleaStop,3.1499999999999941,47.250000000000057,stock out
2024-10-01,VetriScience Perio Support,1.0000000000000004,25.0,stock out
2024-10-01,Adequan Canine Injection,127.0,10160.0,stock out
2024-10-01,Phenobarbital,49.5,2475.0,stock out
2024-10-01,RespiraTonic,2.8800000000000021,43.19999999999996,stock out
2024-10-01,FleaGuard,2.9699999999999953,44.55000000000004,stock out
2024-10-01,Frontline Plus,146.0,7300.0,stock out
2024-10-01,Griseofulvin,100.0,4000.0,stock out
2024-10-01,Zyrtec (Cetirizine),31.200000000000053,780.0,stock out
2024-10-01,Levothyroxine,6.1499999999999861,92.25,stock out
2024-10-01,Torbutrol (Butorphanol Tartrate),36.0,360.0,stock out
2024-10-01,SlimPaws,2.1900000000000004,43.800000000000061,stock out
2024-10-01,Beano,11.799999999999974,236.0,stock out
2024-10-01,Enzymatic Dental Gel,2.8200000000000021,33.839999999999925,stock out
2024-10-01,Dermacure,1.660000000000001,29.879999999999971,stock out
2024-10-01,FungalGuard,4.7599999999999865,85.6799999999999,stock out
2024-10-01,Atopica (Cyclosporine),130.5,9787.5,stock out
2024-10-01,Gabapentin,42.0,1050.0,stock out
2024-10-01,CardioVet,17.679999999999975,318.23999999999961,stock out
2024-10-01,OraVet Dental Gel,26.5,530.0,stock out
2024-10-01,DiarStop,56.759999999999792,851.40000000000225,stock out
2024-10-01,Palladia (Toceranib Phosphate),80.5,40250.0,stock out
2024-10-01,Enrofloxacin (Baytril),39.0,1170.0,stock out
2024-10-01,CushiVet,11.159999999999954,446.39999999999719,stock out
2024-10-01,Hill's Prescription Diet w/d,5.349999999999989,267.5,stock out
2024-10-01,Canine Eye Health,5.2599999999999758,315.59999999999843,stock out
2024-10-01,Cephalexin (500 mg),54.0,1080.0,stock out
2024-10-01,Dasuquin Advanced,23.6000000000002,1298.0,stock out
2024-10-01,RetinoGuard,20.500000000000021,820.0,stock out
2024-10-01,Metronidazole,284.0,2840.0,stock out
2024-10-01,Fenbendazole (Panacur),184.0,7360.0,stock out
2024-10-01,Renal Support RX (Cat),14.619999999999996,365.5,stock out
2024-10-01,EarClear,11.999999999999973,144.00000000000006,stock out
2024-10-01,EyeClear,24.900000000000084,498.0,stock out
2024-10-01,Methimazole,41.5,1245.0,stock out
2024-10-01,AllerEx,6.3900000000000086,140.57999999999944,stock out
2024-10-01,ArthriFlex,33.039999999999907,1156.4000000000037,stock out
2024-10-01,OtitisClean,12.699999999999971,228.60000000000048,stock out
2024-10-01,Virbac C.E.T. Enzymatic Oral Gel,45.2000000000001,813.60000000000321,stock out
2024-10-01,Tresaderm (Antibiotic Drops),57.0,1425.0,stock out
2024-10-01,Rimadyl (Carprofen),159.0,3180.0,stock out
2024-10-01,Vetmedin (Pimobendan),575.0,28750.0,stock out
2024-10-01,OncoCare,5.34,267.0,stock out
2024-10-01,Petromalt,16.099999999999959,161.0,stock out
2024-10-01,Otomax (Mometasone Furoate),37.199999999999989,1116.0,stock out
2024-10-01,ThyroVet,13.300000000000034,399.00000000000108,stock out
2024-10-01,WetTailMed,8.5999999999999854,86.0,stock out
2024-10-01,Nutra Thrive Canine,3.1600000000000024,158.0,stock out
2024-10-01,WormGuard,4.3499999999999917,52.199999999999939,stock out
2024-10-01,UroVet,39.95000000000023,998.75,stock out
2024-10-01,Tobrex (Tobramycin),150.0,5250.0,stock out
2024-10-01,WormAway,2.399999999999999,28.799999999999972,stock out
2024-11-01,Metronidazole,289.0,2890.0,stock out
2024-11-01,Zyrtec (Cetirizine),33.000000000000043,825.0,stock out
2024-11-01,Atopica (Cyclosporine),97.0,7275.0,stock out
2024-11-01,Virbac C.E.T. Enzymatic Oral Gel,38.2,687.60000000000241,stock out
2024-11-01,Dasuquin Advanced,21.550000000000171,1185.25,stock out
2024-11-01,Rimadyl (Carprofen),122.5,2450.0,stock out
2024-11-01,Canine Eye Health,3.0600000000000023,183.59999999999968,stock out
2024-11-01,FlexiJoint (Dog),5.7399999999999656,172.19999999999908,stock out
2024-11-01,Otomax (Mometasone Furoate),27.999999999999932,840.0,stock out
2024-11-01,Gabapentin,37.5,937.5,stock out
2024-11-01,Petromalt,14.099999999999966,141.0,stock out
2024-11-01,Beano,12.199999999999973,244.0,stock out
2024-11-01,Prednisolone,5.2499999999999938,88.349999999999937,stock out
2024-11-01,UroVet,27.710000000000111,692.75,stock out
2024-11-01,AllerEx,9.749999999999984,214.49999999999906,stock out
2024-11-01,WormGuard,4.6499999999999941,55.799999999999933,stock out
2024-11-01,RespiraTonic,1.5600000000000009,23.399999999999991,stock out
2024-11-01,WormAway,2.6399999999999975,31.679999999999968,stock out
2024-11-01,OtitisClean,18.199999999999989,327.6000000000011,stock out
2024-11-01,SlimPaws,3.9899999999999887,79.799999999999955,stock out
2024-11-01,Dermacure,1.8600000000000012,33.479999999999968,stock out
2024-11-01,VetriScience Perio Support,0.98000000000000054,24.5,stock out
2024-11-01,GingivaPlus,1.7700000000000014,35.400000000000041,stock out
2024-11-01,Levothyroxine,7.0499999999999829,105.75,stock out
2024-11-01,FungalGuard,5.4199999999999724,97.559999999999874,stock out
2024-11-01,Tresaderm (Antibiotic Drops),73.0,1825.0,stock out
2024-11-01,EyeClear,23.90000000000007,478.0,stock out
2024-11-01,Adequan Canine Injection,166.0,13280.0,stock out
2024-11-01,OraVet Dental Gel,49.5,990.0,stock out
2024-11-01,FleaStop,4.4099999999999921,66.150000000000176,stock out
2024-11-01,ArthriFlex,31.199999999999871,1092.0000000000043,stock out
2024-11-01,Cephalexin (500 mg),36.0,720.0,stock out
2024-11-01,WetTailMed,13.899999999999967,139.0,stock out
2024-11-01,DiarStop,73.9199999999997,1108.8000000000045,stock out
2024-11-01,Phenobarbital,79.0,3950.0,stock out
2024-11-01,Vetmedin (Pimobendan),544.0,27200.0,stock out
2024-11-01,EarClear,12.699999999999971,152.39999999999998,stock out
2024-11-01,FleaGuard,5.1899999999999986,77.85000000000025,stock out
2024-11-01,Fenbendazole (Panacur),88.0,3520.0,stock out
2024-11-01,Torbutrol (Butorphanol Tartrate),13.0,130.0,stock out
2024-11-01,Renal Support RX (Cat),17.340000000000007,433.5,stock out
2024-11-01,CardioVet,21.839999999999886,393.11999999999949,stock out
2024-11-01,Frontline Plus,84.0,4200.0,stock out
2024-11-01,Griseofulvin,109.5,4380.0,stock out
2024-11-01,Nutra Thrive Canine,2.4600000000000017,123.0,stock out
2024-11-01,Tobrex (Tobramycin),107.0,3745.0,stock out
2024-11-01,RetinoGuard,15.999999999999959,640.0,stock out
2024-11-01,Methimazole,52.0,1560.0,stock out
2024-11-01,OncoCare,6.0000000000000053,300.0,stock out
2024-11-01,BoneHeal,4.8999999999999835,196.00000000000063,stock out
2024-11-01,Enzymatic Dental Gel,2.2800000000000016,27.359999999999939,stock out
2024-11-01,Cerenia (Maropitant),80.0,2000.0,stock out
2024-11-01,ThyroVet,17.080000000000048,512.40000000000225,stock out
2024-11-01,Cystaid,72.5,3262.5,stock out
2024-11-01,Palladia (Toceranib Phosphate),100.0,50000.0,stock out
2024-11-01,Adequan Canine,210.0,18900.0,stock out
2024-11-01,Enrofloxacin (Baytril),57.0,1710.0,stock out
2024-11-01,Clavamox (Amoxicillin/Clavulanic),217.5,9145.0,stock out
2024-11-01,CushiVet,9.47999999999999,379.19999999999783,stock out
2024-11-01,Hill's Prescription Diet w/d,3.3999999999999959,170.0,stock out
2024-12-01,SlimPaws,4.3799999999999919,87.599999999999881,stock out
2024-12-01,Petromalt,12.89999999999997,129.0,stock out
2024-12-01,OtitisClean,16.999999999999972,306.00000000000097,stock out
2024-12-01,EarClear,12.399999999999972,148.8,stock out
2024-12-01,Gabapentin,80.5,2012.5,stock out
2024-12-01,Tobrex (Tobramycin),140.5,4917.5,stock out
2024-12-01,Adequan Canine,165.0,14850.0,stock out
2024-12-01,GingivaPlus,3.329999999999993,66.60000000000008,stock out
2024-12-01,RespiraTonic,3.7800000000000029,56.699999999999939,stock out
2024-12-01,EyeClear,35.300000000000232,706.0,stock out
2024-12-01,OraVet Dental Gel,42.0,840.0,stock out
2024-12-01,ThyroVet,17.360000000000049,520.80000000000234,stock out
2024-12-01,WormGuard,7.050000000000014,84.5999999999999,stock out
2024-12-01,BoneHeal,5.8999999999999622,236.00000000000119,stock out
2024-12-01,Methimazole,46.5,1395.0,stock out
2024-12-01,Zyrtec (Cetirizine),60.299999999999784,1507.5,stock out
2024-12-01,Clavamox (Amoxicillin/Clavulanic),250.5,10680.0,stock out
2024-12-01,Metronidazole,236.0,2360.0,stock out
2024-12-01,Beano,13.699999999999967,274.0,stock out
2024-12-01,FleaStop,3.6899999999999906,55.350000000000108,stock out
2024-12-01,Griseofulvin,140.5,5620.0,stock out
2024-12-01,Rimadyl (Carprofen),147.5,2950.0,stock out
2024-12-01,OncoCare,5.8200000000000038,291.0,stock out
2024-12-01,Renal Support RX (Cat),15.979999999999995,399.5,stock out
2024-12-01,Torbutrol (Butorphanol Tartrate),23.5,235.0,stock out
2024-12-01,Adequan Canine Injection,103.0,8240.0,stock out
2024-12-01,Cephalexin (500 mg),59.0,1180.0,stock out
2024-12-01,CushiVet,12.929999999999916,517.19999999999675,stock out
2024-12-01,FleaGuard,4.4699999999999926,67.050000000000182,stock out
2024-12-01,Otomax (Mometasone Furoate),39.000000000000014,1170.0,stock out
2024-12-01,Prednisolone,9.2599999999999874,168.31999999999991,stock out
2024-12-01,FlexiJoint (Dog),5.7599999999999651,172.79999999999907,stock out
2024-12-01,Tresaderm (Antibiotic Drops),73.0,1825.0,stock out
2024-12-01,Nutra Thrive Canine,3.0600000000000023,153.0,stock out
2024-12-01,UroVet,35.360000000000184,884.0,stock out
2024-12-01,Canine Eye Health,4.3799999999999946,262.79999999999893,stock out
2024-12-01,Atopica (Cyclosporine),157.5,11812.5,stock out
2024-12-01,CardioVet,32.079999999999671,577.44000000000176,stock out
2024-12-01,Phenobarbital,76.0,3800.0,stock out
2024-12-01,Dasuquin Advanced,30.400000000000297,1672.0,stock out
2024-12-01,DiarStop,70.289999999999722,1054.350000000004,stock out
2024-12-01,Dermacure,1.580000000000001,28.439999999999973,stock out
2024-12-01,VetriScience Perio Support,1.4800000000000009,37.0,stock out
2024-12-01,Fenbendazole (Panacur),185.0,7400.0,stock out
2024-12-01,FungalGuard,5.579999999999969,100.43999999999987,stock out
2024-12-01,WormAway,3.9599999999999889,47.519999999999946,stock out
2024-12-01,Enrofloxacin (Baytril),78.0,2340.0,stock out
2024-12-01,Palladia (Toceranib Phosphate),91.0,45500.0,stock out
2024-12-01,Levothyroxine,6.6499999999999844,99.75,stock out
2024-12-01,Enzymatic Dental Gel,3.4800000000000026,41.759999999999991,stock out
2024-12-01,WetTailMed,19.1,191.0,stock out
2024-12-01,Vetmedin (Pimobendan),724.0,36200.0,stock out
2024-12-01,Cerenia (Maropitant),171.0,4275.0,stock out
2024-12-01,RetinoGuard,22.700000000000053,908.0,stock out
2024-12-01,Virbac C.E.T. Enzymatic Oral Gel,65.200000000000387,1173.6000000000008,stock out
2024-12-01,AllerEx,9.1199999999999974,200.63999999999913,stock out
2024-12-01,Hill's Prescription Diet w/d,5.7499999999999876,287.5,stock out
2024-12-01,Frontline Plus,158.0,7900.0,stock out
2024-12-01,ArthriFlex,34.139999999999866,1194.9000000000062,stock out
2024-12-01,Cystaid,69.0,3105.0,stock out
2025-01-01,Palladia (Toceranib Phosphate),90.5,45250.0,stock out
2025-01-01,Frontline Plus,173.0,8650.0,stock out
2025-01-01,WetTailMed,14.299999999999965,143.0,stock out
2025-01-01,OraVet Dental Gel,18.0,360.0,stock out
2025-01-01,Cephalexin (500 mg),47.0,940.0,stock out
2025-01-01,Otomax (Mometasone Furoate),34.599999999999952,1038.0,stock out
2025-01-01,Tobrex (Tobramycin),136.0,4760.0,stock out
2025-01-01,Nutra Thrive Canine,3.5600000000000027,178.0,stock out
2025-01-01,GingivaPlus,2.6399999999999975,52.800000000000082,stock out
2025-01-01,Rimadyl (Carprofen),191.5,3830.0,stock out
2025-01-01,Levothyroxine,6.1499999999999861,92.25,stock out
2025-01-01,Dasuquin Advanced,29.500000000000284,1622.5,stock out
2025-01-01,WormGuard,5.4300000000000006,65.159999999999926,stock out
2025-01-01,ArthriFlex,43.980000000000281,1539.3000000000056,stock out
2025-01-01,AllerEx,6.60000000000001,145.19999999999942,stock out
2025-01-01,FungalGuard,5.1599999999999779,92.879999999999882,stock out
2025-01-01,Canine Eye Health,5.1399999999999784,308.3999999999985,stock out
2025-01-01,Enzymatic Dental Gel,2.1400000000000015,25.67999999999995,stock out
2025-01-01,FlexiJoint (Dog),6.5999999999999472,197.99999999999883,stock out
2025-01-01,Fenbendazole (Panacur),209.0,8360.0,stock out
2025-01-01,Adequan Canine,209.0,18810.0,stock out
2025-01-01,RetinoGuard,22.700000000000053,908.0,stock out
2025-01-01,Torbutrol (Butorphanol Tartrate),41.5,415.0,stock out
2025-01-01,Virbac C.E.T. Enzymatic Oral Gel,50.200000000000173,903.60000000000377,stock out
2025-01-01,Tresaderm (Antibiotic Drops),75.5,1887.5,stock out
2025-01-01,Griseofulvin,136.0,5440.0,stock out
2025-01-01,FleaGuard,5.9700000000000051,89.550000000000324,stock out
2025-01-01,Prednisolone,8.76999999999999,159.18999999999994,stock out
2025-01-01,CardioVet,24.799999999999823,446.39999999999941,stock out
2025-01-01,Beano,9.2999999999999829,186.0,stock out
2025-01-01,UroVet,35.700000000000188,892.5,stock out
2025-01-01,Cerenia (Maropitant),137.0,3425.0,stock out
2025-01-01,ThyroVet,15.330000000000043,459.90000000000174,stock out
2025-01-01,EarClear,13.099999999999969,157.19999999999993,stock out
2025-01-01,Gabapentin,76.5,1912.5,stock out
2025-01-01,Phenobarbital,61.5,3075.0,stock out
2025-01-01,Clavamox (Amoxicillin/Clavulanic),228.0,9615.0,stock out
2025-01-01,Methimazole,62.0,1860.0,stock out
2025-01-01,WormAway,2.6999999999999971,32.39999999999997,stock out
2025-01-01,RespiraTonic,5.0399999999999965,75.6,stock out
2025-01-01,OncoCare,7.5000000000000178,375.0,stock out
2025-01-01,BoneHeal,5.07999999999998,203.20000000000073,stock out
2025-01-01,OtitisClean,21.400000000000034,385.20000000000147,stock out
2025-01-01,Dermacure,1.5000000000000009,26.999999999999975,stock out
2025-01-01,Zyrtec (Cetirizine),37.5,937.5,stock out
2025-01-01,Adequan Canine Injection,144.0,11520.0,stock out
2025-01-01,FleaStop,6.3000000000000078,94.500000000000355,stock out
2025-01-01,Renal Support RX (Cat),23.460000000000068,586.5,stock out
2025-01-01,Petromalt,17.099999999999973,171.0,stock out
2025-01-01,DiarStop,93.0599999999996,1395.9000000000071,stock out
2025-01-01,SlimPaws,3.629999999999991,72.600000000000023,stock out
2025-01-01,Metronidazole,214.0,2140.0,stock out
2025-01-01,Atopica (Cyclosporine),128.5,9637.5,stock out
2025-01-01,Cystaid,90.5,4072.5,stock out
2025-01-01,Vetmedin (Pimobendan),665.0,33250.0,stock out
2025-01-01,Hill's Prescription Diet w/d,6.9499999999999833,347.5,stock out
2025-01-01,Enrofloxacin (Baytril),82.0,2460.0,stock out
2025-01-01,CushiVet,12.929999999999916,517.19999999999675,stock out
2025-01-01,VetriScience Perio Support,0.74000000000000032,18.5,stock out
2025-01-01,EyeClear,26.400000000000105,528.0,stock out
2025-02-01,Methimazole,60.75,1822.5,stock out
2025-02-01,VetriScience Perio Support,1.1800000000000006,29.5,stock out
2025-02-01,Dasuquin Advanced,25.450000000000227,1399.75,stock out
2025-02-01,FlexiJoint (Dog),5.4199999999999724,162.59999999999917,stock out
2025-02-01,Adequan Canine Injection,103.0,8240.0,stock out
2025-02-01,Nutra Thrive Canine,1.7800000000000011,89.0,stock out
2025-02-01,Hill's Prescription Diet w/d,7.0999999999999828,355.0,stock out
2025-02-01,Adequan Canine,123.0,11070.0,stock out
2025-02-01,Enzymatic Dental Gel,3.3400000000000025,40.079999999999977,stock out
2025-02-01,WetTailMed,13.099999999999969,131.0,stock out
2025-02-01,Cerenia (Maropitant),75.0,1875.0,stock out
2025-02-01,EyeClear,27.300000000000118,546.0,stock out
2025-02-01,Fenbendazole (Panacur),165.0,6600.0,stock out
2025-02-01,BoneHeal,3.5400000000000027,141.59999999999985,stock out
2025-02-01,Prednisolone,8.05999999999998,134.41999999999993,stock out
2025-02-01,Atopica (Cyclosporine),106.5,7987.5,stock out
2025-02-01,RespiraTonic,3.1200000000000023,46.799999999999955,stock out
2025-02-01,Rimadyl (Carprofen),89.5,1790.0,stock out
2025-02-01,AllerEx,8.7600000000000051,192.71999999999917,stock out
2025-02-01,Clavamox (Amoxicillin/Clavulanic),205.0,8700.0,stock out
2025-02-01,Tobrex (Tobramycin),101.0,3535.0,stock out
2025-02-01,FleaStop,3.2999999999999932,49.500000000000071,stock out
2025-02-01,EarClear,10.499999999999979,126.00000000000021,stock out
2025-02-01,OraVet Dental Gel,27.0,540.0,stock out
2025-02-01,DiarStop,72.269999999999712,1084.0500000000043,stock out
2025-02-01,WormGuard,3.2399999999999936,38.87999999999996,stock out
2025-02-01,CushiVet,10.379999999999971,415.19999999999749,stock out
2025-02-01,RetinoGuard,14.999999999999963,600.0,stock out
2025-02-01,WormAway,3.0299999999999949,36.359999999999964,stock out
2025-02-01,Levothyroxine,5.2999999999999892,79.5,stock out
2025-02-01,Frontline Plus,106.0,5300.0,stock out
2025-02-01,ThyroVet,15.400000000000043,462.00000000000176,stock out
2025-02-01,Gabapentin,51.5,1287.5,stock out
2025-02-01,Cephalexin (500 mg),64.0,1280.0,stock out
2025-02-01,Dermacure,1.2600000000000007,22.679999999999982,stock out
2025-02-01,Cystaid,52.0,2340.0,stock out
2025-02-01,FleaGuard,3.479999999999992,52.200000000000088,stock out
2025-02-01,Beano,10.699999999999978,214.0,stock out
2025-02-01,CardioVet,19.679999999999932,354.23999999999955,stock out
2025-02-01,Petromalt,15.999999999999959,160.0,stock out
2025-02-01,Renal Support RX (Cat),15.979999999999995,399.5,stock out
2025-02-01,ArthriFlex,25.09999999999992,878.50000000000114,stock out
2025-02-01,Canine Eye Health,3.3800000000000026,202.7999999999995,stock out
2025-02-01,Griseofulvin,152.0,6080.0,stock out
2025-02-01,Vetmedin (Pimobendan),627.0,31350.0,stock out
2025-02-01,Zyrtec (Cetirizine),30.00000000000005,750.0,stock out
2025-02-01,Enrofloxacin (Baytril),77.0,2310.0,stock out
2025-02-01,SlimPaws,3.1499999999999941,63.000000000000107,stock out
2025-02-01,Phenobarbital,57.5,2875.0,stock out
2025-02-01,OncoCare,5.7000000000000028,285.0,stock out
2025-02-01,GingivaPlus,3.3899999999999926,67.800000000000068,stock out
2025-02-01,Virbac C.E.T. Enzymatic Oral Gel,35.999999999999972,648.00000000000216,stock out
2025-02-01,UroVet,34.850000000000179,871.25,stock out
2025-02-01,Torbutrol (Butorphanol Tartrate),36.5,365.0,stock out
2025-02-01,Otomax (Mometasone Furoate),37.199999999999989,1116.0,stock out
2025-02-01,Metronidazole,144.0,1440.0,stock out
2025-02-01,FungalGuard,3.3600000000000025,60.479999999999926,stock out
2025-02-01,Tresaderm (Antibiotic Drops),72.5,1812.5,stock out
2025-02-01,OtitisClean,15.499999999999961,279.0000000000008,stock out
2025-02-01,Palladia (Toceranib Phosphate),81.0,40500.0,stock out
2025-03-01,FungalGuard,3.7000000000000028,66.599999999999923,stock out
2025-03-01,ArthriFlex,18.139999999999933,634.899999999999,stock out
2025-03-01,DiarStop,56.759999999999792,851.40000000000225,stock out
2025-03-01,Adequan Canine Injection,100.0,8000.0,stock out
2025-03-01,Cephalexin (500 mg),56.0,1120.0,stock out
2025-03-01,Metronidazole,231.0,2310.0,stock out
2025-03-01,OtitisClean,16.999999999999972,306.00000000000097,stock out
2025-03-01,Fenbendazole (Panacur),198.0,7920.0,stock out
